"wo-v9-4_Aug2025_UG_FIADB_database_description_NFI.pdf						",,,
Name,Code,Description,Table_ID
RESTRICTION_DEPTH_CD_2,2,Gravel.,SUBP_SOIL_SAMPLE_LOC
RESTRICTION_DEPTH_CD_3,3,Substrate not reached >40 inches.,SUBP_SOIL_SAMPLE_LOC
RESTRICTION_DEPTH_CD_4,4,Substrate unknown.,SUBP_SOIL_SAMPLE_LOC
RESTRICTION_DEPTH_CD_5,5,Bedrock.,SUBP_SOIL_SAMPLE_LOC
RESTRICTION_DEPTH_CD_6,6,Sand.,SUBP_SOIL_SAMPLE_LOC
USED_IN_ESTIMATION_CD ,0,The soil core is not included in population estimates.,SUBP_SOIL_SAMPLE_LOC
USED_IN_ESTIMATION_CD ,1,The soil core is included in population estimates.,SUBP_SOIL_SAMPLE_LOC
SAMPLER_TYPE,BD,Bulk density.,SUBP_SOIL_SAMPLE_LAYER
SAMPLER_TYPE,SF,Sample frame.,SUBP_SOIL_SAMPLE_LAYER
SAMPLER_TYPE,O,Other.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 1) (P3 Soils),LITTER,Litter layer.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 1) (P3 Soils),FOREST FLOOR,Forest floor.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 1) (P3 Soils),MINERAL_SOIL_0-4_IN,Mineral soil layer collected at 0-4 inches in depth.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 1) (P3 Soils),MINERAL_SOIL_4-8_IN,Mineral soil layer collected at 4-8 inches in depth.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 2) (Interior Alaska pilot),IDENT_PARTS,Identifiable parts.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 2) (Interior Alaska pilot),UNIDENT_PARTS,Unidentifiable parts.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 2) (Interior Alaska pilot),MINERAL_SOIL,Mineral soil.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 2) (Interior Alaska pilot),UNK_SOIL,Unknown soil.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 3) (Interior Alaska),LITTER,Litter layer.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 3) (Interior Alaska),GREEN_MOSS_LICHEN,Green moss / lichen layer.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 3) (Interior Alaska),IDENT_PARTS,Identifiable parts.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 3) (Interior Alaska),UNIDENT_PARTS,Unidentifiable parts.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 3) (Interior Alaska),MINERAL_SOIL,Mineral soil.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 3) (Interior Alaska),UNK_SOIL,Unknown soil.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 4) (Hawaii),MINERAL_SOIL_0-20_CM,0-20 cm mineral soil layer.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 4) (Hawaii),MINERAL_SOIL_20-40_CM,20-40 cm mineral soil layer.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 4) (Hawaii),MINERAL_SOIL_40-60_CM,40-60 cm mineral soil layer.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 4) (Hawaii),MINERAL_SOIL_60-80_CM,60-80 cm mineral soil layer.,SUBP_SOIL_SAMPLE_LAYER
LAYER_TYPE (when SOILS_SAMPLE_METHOD_CD = 4) (Hawaii),MINERAL_SOIL_80-100_CM,80-100 cm mineral soil layer.,SUBP_SOIL_SAMPLE_LAYER
LAYER_COLLECTED_CD,1,Sample collected for analysis.,SUBP_SOIL_SAMPLE_LAYER
LAYER_COLLECTED_CD,2,Sample not collected for analysis; other reason.,SUBP_SOIL_SAMPLE_LAYER
TEXTURE_CD for P3 (SOILS_SAMPLE_METHOD _CD = 1),0,Organic.,SUBP_SOIL_SAMPLE_LAYER
TEXTURE_CD for P3 (SOILS_SAMPLE_METHOD _CD = 1),1,Loamy.,SUBP_SOIL_SAMPLE_LAYER
TEXTURE_CD for P3 (SOILS_SAMPLE_METHOD _CD = 1),2,Clayey.,SUBP_SOIL_SAMPLE_LAYER
TEXTURE_CD for P3 (SOILS_SAMPLE_METHOD _CD = 1),3,Sandy.,SUBP_SOIL_SAMPLE_LAYER
TEXTURE_CD for P3 (SOILS_SAMPLE_METHOD _CD = 1),4,Coarse sand.,SUBP_SOIL_SAMPLE_LAYER
TEXTURE_CD for P3 (SOILS_SAMPLE_METHOD _CD = 1),9,Not measured.,SUBP_SOIL_SAMPLE_LAYER
"TEXTURE_CD for Interior Alaska (SOILS_SAMPLE_METHOD_CD = 2, 3)",1,Loamy.,SUBP_SOIL_SAMPLE_LAYER
"TEXTURE_CD for Interior Alaska (SOILS_SAMPLE_METHOD_CD = 2, 3)",2,Clayey.,SUBP_SOIL_SAMPLE_LAYER
"TEXTURE_CD for Interior Alaska (SOILS_SAMPLE_METHOD_CD = 2, 3)",3,Sandy.,SUBP_SOIL_SAMPLE_LAYER
"TEXTURE_CD for Interior Alaska (SOILS_SAMPLE_METHOD_CD = 2, 3)",4,Coarse sand.,SUBP_SOIL_SAMPLE_LAYER
"TEXTURE_CD for Interior Alaska (SOILS_SAMPLE_METHOD_CD = 2, 3)",9,Not measured.,SUBP_SOIL_SAMPLE_LAYER
STATUSCD,0,"No status - Tree is not presently in the sample (remeasurement plots only). Tree was incorrectly tallied at the previous inventory, currently not tallied due to definition or procedural change, or is not tallied because it is located on a nonsampled condition (e.g., hazardous or denied). RECONCILECD = 5-9 required for remeasured annual inventory data but not for periodic inventory data.",TREE_TABLE
STATUSCD,1,Live tree.,TREE_TABLE
STATUSCD,2,Dead tree.,TREE_TABLE
STATUSCD,3,"Retired code - Starting with PLOT.MANUAL = 9.3, this code is only valid for some periodic-to-periodic, periodic-to-annual, and modeled GRM estimates. Only populated by certain FIA work units (SURVEY.RSCD = 23, 24). Removed - Cut and removed by direct human activity related to harvesting, silviculture, or land clearing. This tree is assumed to be utilized.",TREE_TABLE
DIAHTCD,1,Breast height (d.b.h.).,TREE_TABLE
DIAHTCD,2,Root collar (d.r.c.).,TREE_TABLE
HTCD,1,Field measured (total and actual length).,TREE_TABLE
HTCD,2,"Total length visually estimated in the field, actual length measured.",TREE_TABLE
HTCD,3,Total and actual lengths are visually estimated.,TREE_TABLE
HTCD,4,Estimated with a model.,TREE_TABLE
TREECLCD,2,"Growing stock - All live trees of commercial species that meet minimum merchantability standards. In general, these trees have at least one solid 8-foot section, are reasonably free of form defect on the merchantable bole, and at least 34 percent or more of the volume is merchantable. For the California, Oregon, Washington, and Alaska inventories, a 26 percent or more merchantable volume standard is applied, rather than 34 percent or more. Excludes rough or rotten cull trees.",TREE_TABLE
TREECLCD,3,"Rough cull - All live trees that do not now, or prospectively, have at least one solid 8-foot section, reasonably free of form defect on the merchantable bole, or have 67 percent or more of the merchantable volume cull; and more than half of this cull is due to sound dead wood cubic-foot loss or severe form defect volume loss. For the California, Oregon, Washington, and Alaska inventories, 75 percent or more cull, rather than 67 percent or more cull, applies. This class also contains all trees of noncommercial species, or those species where SPGRPCD equals 23 (woodland softwoods), 43 (eastern noncommercial hardwoods), or 48 (woodland hardwoods). Refer to appendix F to find the species that have these SPGRPCD codes. For dead trees, this code indicates that the tree is salvable (sound).",TREE_TABLE
TREECLCD,4,"Rotten cull - All live trees with 67 percent or more of the merchantable volume cull, and more than half of this cull is due to rotten or missing cubic-foot volume loss. California, Oregon, Washington, and Alaska inventories use a 75 percent cutoff. For dead trees, this code indicates that the tree is nonsalvable (not sound).",TREE_TABLE
CCLCD,1,"Open grown - Trees with crowns that have received full light from above and from all
sides throughout all or most of their life, particularly during early development.",TREE_TABLE
CCLCD,2,"Dominant - Trees with crowns extending above the general level of the canopy and
receiving full light from above and partly from the sides; larger than the average
trees in the stand, and with crowns well developed, but possibly somewhat crowded
on the sides.",TREE_TABLE
CCLCD,3,"Codominant - Trees with crowns forming part of the general level of the canopy
cover and receiving full light from above, but comparatively little from the side.
Usually with medium crowns more or less crowded on the sides.",TREE_TABLE
CCLCD,4,"Intermediate - Trees shorter than those in the preceding two classes, with crowns
either below or extending into the canopy formed by the dominant and codominant
trees, receiving little direct light from above, and none from the sides; usually with
small crowns very crowded on the sides.",TREE_TABLE
CCLCD,5,"Overtopped - Trees with crowns entirely below the general canopy level and
receiving no direct light either from above or the sides.",TREE_TABLE
AGENTCD,0,No agent recorded (only allowed on live trees in data prior to 1999).,TREE_TABLE
AGENTCD,10,Insect.,TREE_TABLE
AGENTCD,20,Disease.,TREE_TABLE
AGENTCD,30,Fire.,TREE_TABLE
AGENTCD,40,Animal.,TREE_TABLE
AGENTCD,50,Weather.,TREE_TABLE
AGENTCD,60,"Vegetation (e.g., suppression, competition, vines/kudzu).",TREE_TABLE
AGENTCD,70,"Unknown / not sure / other - includes death from human activity not related to silvicultural or landclearing activity (accidental, random, etc.).",TREE_TABLE
AGENTCD,80,"Silvicultural or landclearing activity (death caused by harvesting or other silvicultural activity, including girdling, chaining, etc., or other landclearing activity).",TREE_TABLE
DAMLOC1,0,No damage.,TREE_TABLE
DAMLOC2,1,Roots (exposed) and stump (up to 12 inches from ground level).,TREE_TABLE
DAMLOC3,2,"Roots, stump, and lower bole.",TREE_TABLE
DAMLOC4,3,Lower bole (lower half of bole between stump and base of live crown).,TREE_TABLE
DAMLOC5,4,Lower and upper bole.,TREE_TABLE
DAMLOC6,5,Upper bole (upper half of bole between stump and base of live crown).,TREE_TABLE
DAMLOC7,6,Crownstem (main stem within the live crown).,TREE_TABLE
DAMLOC8,7,Branches (>1 inch diameter at junction with main stem and within the live crown).,TREE_TABLE
DAMLOC9,8,Buds and shoots of current year.,TREE_TABLE
DAMLOC10,9,Foliage.,TREE_TABLE
DAMTYP1,1,"Canker, gall.",TREE_TABLE
DAMTYP2,2,"Conk, fruiting body, or sign of advanced decay.",TREE_TABLE
DAMTYP3,3,Open wound.,TREE_TABLE
DAMTYP4,4,Resinosis or gumosis.,TREE_TABLE
DAMTYP5,5,Crack or seam.,TREE_TABLE
DAMTYP6,11,Broken bole or broken root within 3 feet of bole.,TREE_TABLE
DAMTYP7,12,Broom on root or bole.,TREE_TABLE
DAMTYP8,13,Broken or dead root further than 3 feet from bole.,TREE_TABLE
DAMTYP9,20,Vines in the crown.,TREE_TABLE
DAMTYP10,21,"Loss of apical dominance, dead terminal.",TREE_TABLE
DAMTYP11,22,Broken or dead branches.,TREE_TABLE
DAMTYP12,23,Excessive branching or brooms within the live crown.,TREE_TABLE
DAMTYP13,24,"Damaged shoots, buds, or foliage.",TREE_TABLE
DAMTYP14,25,Discoloration of foliage.,TREE_TABLE
DAMTYP15,31,Other.,TREE_TABLE
DAMSEV1,0,01 to 09% of location affected.,TREE_TABLE
DAMSEV2,1,10 to 19% of location affected.,TREE_TABLE
DAMSEV3,2,20 to 29% of location affected.,TREE_TABLE
DAMSEV4,3,30 to 39% of location affected.,TREE_TABLE
DAMSEV5,4,40 to 49% of location affected.,TREE_TABLE
DAMSEV6,5,50 to 59% of location affected.,TREE_TABLE
DAMSEV7,6,60 to 69% of location affected.,TREE_TABLE
DAMSEV8,7,70 to 79% of location affected.,TREE_TABLE
DAMSEV9,8,80 to 89% of location affected.,TREE_TABLE
DAMSEV10,9,90 to 99% of location affected.,TREE_TABLE
DECAYCD,1,"All limbs and branches are present; the top of the crown is still present; all bark remains; sapwood is intact, with minimal decay; heartwood is sound and hard.",TREE_TABLE
DECAYCD,2,There are few limbs and no fine branches; the top may be broken; a variable amount of bark remains; sapwood is sloughing with advanced decay; heartwood is sound at base but beginning to decay in the outer part of the upper bole.,TREE_TABLE
DECAYCD,3,Only limb stubs exist; the top is broken; a variable amount of bark remains; sapwood is sloughing; heartwood has advanced decay in upper bole and is beginning at the base.,TREE_TABLE
DECAYCD,4,Few or no limb stubs remain; the top is broken; a variable amount of bark remains; sapwood is sloughing; heartwood has advanced decay at the base and is sloughing in the upper bole.,TREE_TABLE
DECAYCD,5,No evidence of branches remains; the top is broken; <20 percent of the bark remains; sapwood is gone; heartwood is sloughing throughout.,TREE_TABLE
DIACHECK,0,Diameter accurately measured.,TREE_TABLE
DIACHECK,1,Diameter estimated.,TREE_TABLE
DIACHECK,2,Diameter measured at different location than previous measurement (remeasurement trees only).,TREE_TABLE
DIACHECK,5,Diameter modeled in the office (used with periodic inventories).,TREE_TABLE
SALVCD,0,Dead not salvable.,TREE_TABLE
SALVCD,1,Dead salvable.,TREE_TABLE
CPOSCD,1,Superstory.,TREE_TABLE
CPOSCD,2,Overstory.,TREE_TABLE
CPOSCD,3,Understory.,TREE_TABLE
CPOSCD,4,Open canopy.,TREE_TABLE
CLIGHTCD,0,The tree receives no direct sunlight because it is shaded by adjacent trees or other vegetation.,TREE_TABLE
CLIGHTCD,1,Receives full light from the top or 1 side.,TREE_TABLE
CLIGHTCD,2,Receives full light from the top and 1 side (or 2 sides without the top).,TREE_TABLE
CLIGHTCD,3,Receives full light from the top and 2 sides (or 3 sides without the top).,TREE_TABLE
CLIGHTCD,4,Receives full light from the top and 3 sides.,TREE_TABLE
CLIGHTCD,5,Receives full light from the top and 4 sides.,TREE_TABLE
CVIGORCD,1,"Saplings must have an uncompacted live crown ratio of 35 or higher, have <5 percent dieback (deer/rabbit browse is not considered as dieback but is considered missing foliage) and 80 percent or more of the foliage present is normal or at least 50 percent of each leaf is not damaged or missing. Twigs and branches that are dead because of normal shading are not included.",TREE_TABLE
CVIGORCD,2,"Saplings do not meet class 1 or 3 criteria. They may have any uncompacted live crown ratio, may or may not have dieback and may have between 21 and 100 percent of the foliage classified as normal.",TREE_TABLE
CVIGORCD,3,Saplings may have any uncompacted live crown ratio and have 1 to 20 percent normal foliage or the percent of foliage missing combined with the percent of leaves that are over 50 percent damaged or missing should equal 80 percent or more of the live crown. Twigs and branches that are dead because of normal shading are not included. Code is also used for saplings that have no crown by definition.,TREE_TABLE
CDENCD,0,0%,TREE_TABLE
CDENCD,5,1-5%,TREE_TABLE
CDENCD,10,6-10%,TREE_TABLE
CDENCD,15,11-15%,TREE_TABLE
CDENCD,20,16-20%,TREE_TABLE
CDENCD,25,21-25%,TREE_TABLE
CDENCD,30,26-30%,TREE_TABLE
CDENCD,35,31-35%,TREE_TABLE
CDENCD,40,36-40%,TREE_TABLE
CDENCD,45,41-45%,TREE_TABLE
CDENCD,50,46-50%,TREE_TABLE
CDENCD,55,51-55%,TREE_TABLE
CDENCD,60,56-60%,TREE_TABLE
CDENCD,65,61-65%,TREE_TABLE
CDENCD,70,66-70%,TREE_TABLE
CDENCD,75,71-75%,TREE_TABLE
CDENCD,80,76-80%,TREE_TABLE
CDENCD,85,81-85%,TREE_TABLE
CDENCD,90,86-90%,TREE_TABLE
CDENCD,95,91-95%,TREE_TABLE
CDENCD,99,96-100%,TREE_TABLE
FORMCL,1,First 8 feet above stump is straight.,TREE_TABLE
FORMCL,2,First 8 feet above stump is NOT straight or forked; but there is at least one straight 8-foot log elsewhere in the tree.,TREE_TABLE
FORMCL,3,No 8-foot logs anywhere in the tree now or in the future due to form.,TREE_TABLE
MORTCD,0,Tree does not qualify as mortality.,TREE_TABLE
MORTCD,1,Tree does qualify as mortality.,TREE_TABLE
MIST_CL_CD,0,"Hawksworth tree DMR rating of 0, no infection.",TREE_TABLE
MIST_CL_CD,1,"Hawksworth tree DMR rating of 1, light infection.",TREE_TABLE
MIST_CL_CD,2,"Hawksworth tree DMR rating of 2, light infection.",TREE_TABLE
MIST_CL_CD,3,"Hawksworth tree DMR rating of 3, medium infection.",TREE_TABLE
MIST_CL_CD,4,"Hawksworth tree DMR rating of 4, medium infection.",TREE_TABLE
MIST_CL_CD,5,"Hawksworth tree DMR rating of 5, heavy infection.",TREE_TABLE
MIST_CL_CD,6,"Hawksworth tree DMR rating of 6, heavy infection.",TREE_TABLE
RECONCILECD,1,"Ingrowth - Either (a) a new tally tree not qualifying as through growth, or (b) a new tree on land that was formerly nonforest and now qualifies as forest land unrelated to cruiser error or procedural/definition change.",TREE_TABLE
RECONCILECD,2,"Through growth - New tally tree 5 inches d.b.h./d.r.c. and larger, within the microplot, which was not missed at the previous inventory (i.e., grew from seedling to at least 5.0 inches d.b.h. between plot inventory cycles - such trees were never tallied on a microplot).",TREE_TABLE
RECONCILECD,3,"Retired code - Starting with PLOT.MANUAL = 9.0, this code is no longer used; it is still valid for PLOT.MANUAL <9.0. Missed live - a live tree missed at previous inventory and that is live or dead now. Includes currently tallied trees on previously nonsampled conditions.",TREE_TABLE
RECONCILECD,4,"Retired code - Starting with PLOT.MANUAL = 9.0, this code is no longer used; it is still valid for PLOT.MANUAL <9.0. Missed dead - a dead tree missed at previous inventory and that is dead now. Includes currently tallied trees on previously nonsampled conditions.",TREE_TABLE
RECONCILECD,5,Shrank - Live tree that shrunk below threshold diameter on microplot/subplot/macroplot. Must currently be alive. Only valid for remeasured trees that no longer qualify as tally (STATUSCD = 0).,TREE_TABLE
RECONCILECD,6,"Physical movement - Either (a) tree was correctly tallied in previous inventory, but has now moved beyond the radius of the plot due to natural causes (e.g., small earth movement, hurricane), or (b) tree was outside the radius of the plot previously, but has now moved within the plot due to natural causes. Tree must be either live before and still alive now or dead before and dead now. If tree was live before and now dead, this is a mortality tree and should have STATUSCD = 2 (not 0).",TREE_TABLE
RECONCILECD,7,"Cruiser error - Either (a) tree was erroneously tallied (added tree), or (b) tree was
erroneously not tallied (missed tree) at the previous inventory.",TREE_TABLE
RECONCILECD,8,"Procedural change - Either (a) tree was tallied at the previous inventory, but is no longer tallied due to a definition or procedural change, or (b) tree was not tallied at the previous inventory, but is now tallied due to a definition or procedural change, regardless of d.b.h/d.r.c. at the time of the previous inventory.",TREE_TABLE
RECONCILECD,9,"Nonsampled area - Either (a) tree was located in a sampled condition at the previous
inventory, but now is in a nonsampled condition, or (b) the area where the tree is located was previously not sampled, but now is sampled. All trees located in a nonsampled area (either now or previously) have RECONCILECD = 9.",TREE_TABLE
TREECLCD_NERS,1,"Preferred - Live tree that would be favored in cultural operations. Mature tree, that is
older than the rest of the stand; has less than 20 percent total board-foot cull; is expected to live for 5 more years; and is a low risk tree. In general, the tree has the following qualifications:
• must be free from ""general"" damage (i.e., damages that would now or prospectively cause a reduction of tree class, significantly deter growth, or prevent it from producing marketable products in the next 5 years).
• should have no more than 10 percent board-foot cull due to form defect.
• should have good vigor, usually indicated by a crown ratio of 30 percent or more and dominant or co-dominant.
• usually has a grade 1 butt log.",TREE_TABLE
TREECLCD_NERS,2,"Acceptable - This class includes:
• live sawtimber tree that does not qualify as a preferred tree, but is not a cull tree (see Rough and Rotten Cull).
• live poletimber tree that prospectively will not qualify as a preferred tree, but is not now or prospectively a cull tree (see Rough and Rotten Cull).",TREE_TABLE
TREECLCD_NERS,3,"Rough Cull - This class includes:
• live sawtimber tree that currently has 67 percent or more predominantly sound board-foot cull; or does not contain one merchantable 12-foot sawlog or two non-contiguous merchantable 8-foot sawlogs.
• live poletimber tree that currently has 67 percent or more predominantly sound cubic-foot cull; or prospectively will have 67 percent or more predominantly sound board-foot cull; or will not contain one merchantable 12-foot sawlog or two noncontiguous merchantable 8-foot sawlogs.",TREE_TABLE
TREECLCD_NERS,4,"Rotten Cull - This class includes:
• live sawtimber tree that currently has 67 percent or more predominantly unsound board-foot cull.
• live poletimber tree that currently has 67 percent or more predominantly unsound cubic-foot cull; or prospectively will have 67 percent or more predominantly unsound board-foot cull.",TREE_TABLE
TREECLCD_NERS,5,Dead - Tree that has recently died (within the last several years); but still retains many branches (including some small branches and possibly some fine twigs); and has bark that is generally tight and hard to remove from the tree.,TREE_TABLE
TREECLCD_NERS,6,"Snag - Dead tree, or what remains of a dead tree, that is at least 4.5 feet tall and is missing most of its bark. This category includes a tree covered with bark that is very loose. This bark can usually be removed, often times in big strips, with very little effort. A snag is not a recently dead tree. Most often, it has been dead for several years - sometimes, for more than a decade.",TREE_TABLE
TREECLCD_SRS,2,Growing-stock - All trees that have at least one 12-foot log or two 8-foot logs that meet grade and size requirements and at least 1/3 of the total board foot volume is merchantable. Poletimber-sized trees are evaluated based on their potential.,TREE_TABLE
TREECLCD_SRS,3,"Rough cull - Trees that do not contain at least one 12-foot log or two 8-foot logs, or more than 1/3 of the total board foot volume is not merchantable, primarily due to roughness or poor form.",TREE_TABLE
TREECLCD_SRS,4,"Rotten cull: Trees that do not contain at least one 12-foot log or two 8-foot logs, or more than 1/3 of the total board foot volume is not merchantable, primarily due to rotten, unsound wood.",TREE_TABLE
TREECLCD_NCRS,20,Growing stock - Any live tree of commercial species that is sawtimber size and has at least one merchantable 12-foot sawlog or two merchantable 8-foot sawlogs meeting minimum log-grade requirements. At least one-third of the gross board-foot volume of the sawlog portion must be merchantable material. A merchantable sawlog must be at least 50 percent sound at any point. Any pole timber size tree that has the potential to meet the above specifications.,TREE_TABLE
TREECLCD_NCRS,30,"Rough Cull, Salvable, and Salvable-down - Includes any tree of noncommercial species, or any tree that is sawtimber size and has no merchantable sawlog. Over one-half of the volume in the sawlog portion does not meet minimum log-grade specifications due to roughness, excessive sweep or crook, splits, cracks, limbs, or forks. Rough cull pole-size trees do not have the potential to meet the specifications for growing-stock because of forks, limb stoppers, or excessive sweep or crook. A down-dead tree ω5.0-inch d.b.h. that meets these standards is given a tree/decay code of 30.",TREE_TABLE
TREECLCD_NCRS,31,"Short-log Cull - Any live sawtimber-size tree of commercial species that has at least one 8-foot sawlog, but < a 12-foot sawlog, meeting minimum log-grade specifications. Any live sawtimber-size tree of commercial species that has less than one-third of the volume of the sawlog portion in merchantable logs, but has at least one 8-foot or longer sawlog meeting minimum log-grade specifications. A short sawlog must be 50 percent sound at any point. Pole-size trees never receive a tree class code 31.",TREE_TABLE
TREECLCD_NCRS,40,"Rotten Cull - Any live tree of commercial species that is sawtimber size and has no merchantable sawlog. Over one-half of the volume in the sawlog portion does not meet minimum log-grade specifications primarily because of rot, missing sections, or deadwood. Classify any pole-size tree that does not have the potential to meet the specifications for growing-stock because of rot as rotten cull. Assume that all live trees will eventually attain sawlog size at d.b.h. Predicted death, tree vigor, and plot site index are not considered in determining tree class. A standing-dead tree without an 8-foot or longer section that is at least 50 percent sound has a tree class of 40. On remeasurement of a sapling, if it has died and is still standing it is given a tree class of 40.",TREE_TABLE
TREECLCD_RMRS,1,"Sound-live timber species - All live timber trees (species with diameter measured at breast height) that meet minimum merchantability standards. In general, these trees have at least one solid 8-foot section, are reasonably free of form defect on the merchantable bole, and at least 34 percent or more of the volume is merchantable. Excludes rough or rotten cull timber trees.",TREE_TABLE
TREECLCD_RMRS,2,All live woodland species - All live woodland trees (woodland species can be identified by REF_SPECIES.WOODLAND = 'Y'). All trees assigned to species groups 23 and 48 belong in this category (see appendix E).,TREE_TABLE
TREECLCD_RMRS,3,"Rough-live timber species - All live trees that do not now, or prospectively, have at least one solid 8-foot section, reasonably free of form defect on the merchantable bole, or have 67 percent or more of the merchantable volume cull; and more than half of this cull is due to sound dead wood cubic-foot loss or severe form defect volume loss.",TREE_TABLE
TREECLCD_RMRS,4,"Rotten-live timber species - All live trees with 67 percent or more of the merchantable volume cull, and more than half of this cull is due to rotten or missing cubic-foot volume loss.",TREE_TABLE
TREECLCD_RMRS,5,Hard (salvable) dead - dead trees that have less than 67 percent of the volume cull due to rotten or missing cubic-foot volume loss.,TREE_TABLE
TREECLCD_RMRS,6,Soft (nonsalvable) dead - dead trees that have 67 percent or more of the volume cull due to rotten or missing cubic-foot volume loss.,TREE_TABLE
STANDING_DEAD_CD,0,No - tree does not qualify as standing dead.,TREE_TABLE
STANDING_DEAD_CD,1,Yes - tree does qualify as standing dead.,TREE_TABLE
PREV_STATUS_CD,1,Live tree - live tree at the previous inventory.,TREE_TABLE
PREV_STATUS_CD,2,Dead tree - standing dead at the previous inventory.,TREE_TABLE
BORED_CD_PNWRS,1,Trees bored or 'whorl counted' at the current inventory.,TREE_TABLE
BORED_CD_PNWRS,2,Tree age derived from a previous inventory.,TREE_TABLE
BORED_CD_PNWRS,3,Tree age was extrapolated.,TREE_TABLE
DAMLOC1_PNWRS,0,Location: — Definition: No damage found.,TREE_TABLE
DAMLOC1_PNWRS,1,Location: Roots. Definition: Above ground up to 12 inches on bole.,TREE_TABLE
DAMLOC1_PNWRS,2,"Location: Bole. Definition: Main stem(s) starting at 12 inches above the ground, including forks up to a 4 inch top. (A fork is at least equal to 1/3 diameter of the bole, and occurs at an angle <45 degrees in relation to the bole.) This is not a valid location code for woodland species; use only locations 1, 3, and 4. For saplings, bole includes the main stem starting at ground level and extends to the top of the leader.",TREE_TABLE
DAMLOC1_PNWRS,3,"Location: Branch. Definition: All other woody material. Primary branch(es) occur at an angle ω45 degrees in relation to the bole. For saplings, a branch is all branches (not
any part of the bole).",TREE_TABLE
DAMLOC1_PNWRS,4,"Location: Foliage. Definition: All leaves, buds, and shoots.",TREE_TABLE
DIACHECK_PNWRS,5,Diameter estimated because of moss.,TREE_TABLE
DIACHECK_PNWRS,6,Diameter estimated because of vines.,TREE_TABLE
DIACHECK_PNWRS,7,Diameter estimated (double nail diameter).,TREE_TABLE
MIST_CL_CD_PNWRS,0,None.,TREE_TABLE
MIST_CL_CD_PNWRS,7,<50 percent of crown infected.,TREE_TABLE
MIST_CL_CD_PNWRS,8,ω50 percent of crown infected or any occurrence on the bole.,TREE_TABLE
SEVERITY1B_CD_PNWRS,1,Branch infections located more than 2.0 feet from tree bole.,TREE_TABLE
SEVERITY1B_CD_PNWRS,2,Branch infections located 0.5 to 2.0 feet from tree bole.,TREE_TABLE
SEVERITY1B_CD_PNWRS,3,Branch infection located within 0.5 feet of tree bole OR tree bole infection present.,TREE_TABLE
UNKNOWN_DAMTYP1_PNWRS,1,Canker/gall.,TREE_TABLE
UNKNOWN_DAMTYP1_PNWRS,2,Open wound.,TREE_TABLE
UNKNOWN_DAMTYP1_PNWRS,3,Resinosis.,TREE_TABLE
UNKNOWN_DAMTYP1_PNWRS,4,Broken.,TREE_TABLE
UNKNOWN_DAMTYP1_PNWRS,5,Damaged or discolored foliage.,TREE_TABLE
UNKNOWN_DAMTYP1_PNWRS,6,Other.,TREE_TABLE
DISEASE_SRS,0,None.,TREE_TABLE
DISEASE_SRS,1,"Fusiform/Comandra rust on species codes 110, 111, 121, 126, 128, and 131, based on any incidence of cankers within 12 inches of the stem.",TREE_TABLE
DISEASE_SRS,2,Hardwood dieback of 10% or more of the crown area. Not recorded on overtopped trees.,TREE_TABLE
DIEBACK_SEVERITY_SRS,1,10-19% of crown affected.,TREE_TABLE
DIEBACK_SEVERITY_SRS,2,20-29% of crown affected.,TREE_TABLE
DIEBACK_SEVERITY_SRS,3,30-39% of crown affected.,TREE_TABLE
DIEBACK_SEVERITY_SRS,4,40-49% of crown affected.,TREE_TABLE
