table_id;column_id;column_number;of_variable;is_type;with_entry
lab_chemical_properties;aluminum_mehlich3_extractable;171;NA;description;The aluminum extracted by the Mehlich III solution.
lab_chemical_properties;aluminum_na_pyro_phosphate;50;NA;description;Sodium pyrophosphate extractable aluminum is the fraction extracted by 0.1M sodium pyrophosphate. It was originally considered the portion associated with organic compounds, although subsequent evidence indicates other forms are also removed.
lab_chemical_properties;aluminum_na_pyro_phosphate_method;51;NA;description;aluminum_na_pyro_phosphate_met
lab_chemical_properties;aluminum_plus_half_iron_oxalate;200;NA;description;The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.
lab_chemical_properties;aluminum_saturation;195;NA;description;Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.
lab_chemical_properties;aluminum_water_extractable;138;NA;description;The aluminum extracted by the water solution.
lab_chemical_properties;ammonium_ox_opt_dens_method;37;NA;description;ammonium_ox_opt_dens analysis method
lab_chemical_properties;ammoniumoxalate_opticaldensity;36;NA;description;Ammonium oxalate optical density is a measure of the light blocking capacity of the extract. It relates to the amount of noncrystalline materials dissolved by the solution.
lab_chemical_properties;arsenic_mehlich3_extractable;172;NA;description;The arsenic extracted by the Mehlich III solution.
lab_chemical_properties;arsenic_water_extractable;139;NA;description;The arsenic extracted by the water solution.
lab_chemical_properties;barium_mehlich3_extractable;173;NA;description;The barium extracted by the Mehlich III solution.
lab_chemical_properties;barium_water_extractable;140;NA;description;The barium extracted by the water solution.
lab_chemical_properties;base_sat_nh4oac_ph_7;197;NA;description;NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
lab_chemical_properties;base_sat_sum_of_cations_ph_8_2;196;NA;description;Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
lab_chemical_properties;boron_water_extractable;141;NA;description;The boron extracted by the water solution.
lab_chemical_properties;br_satx;97;NA;description;The bromide anion in the saturation extract.
lab_chemical_properties;br_satx_method;98;NA;description;The bromide anion in the saturation extract.
lab_chemical_properties;bromide_water_extractable;142;NA;description;The bromide extracted by the water solution.
lab_chemical_properties;c_na_pyro_phosphate_method;47;NA;description;c_na_pyro_phosphate analysis method
lab_chemical_properties;ca_nh4_ph_7;4;NA;description;NH4OAC extractable calcium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Ca. It is reported as meq per 100 grams on a <2 mm base. It is not reported for samples containing carbonates or soluble salts.
lab_chemical_properties;ca_nh4_ph_7_method;5;NA;description;ca_nh4_ph_7 analysis method
lab_chemical_properties;ca_plus_mg_satx;79;NA;description;CMS analyte. Calcium plus magnesium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;ca_plus_mg_satx_method;80;NA;description;ca_plus_mg_satx analysis method
lab_chemical_properties;ca_satx;75;NA;description;Calcium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;ca_satx_method;76;NA;description;ca_satx analysis method
lab_chemical_properties;ca_to_mg_ratio;203;NA;description;ca_to_mg_ratio
lab_chemical_properties;caco3_lt_2_mm;69;NA;description;Carbonate in the < 2mm fraction is measured by CO2 evolution after acid treatment. It is reported as gravimetric percent CaCO3 on a <2 mm base, even though carbonates of Mg, Na, K, and Fe may be present and react with the acid.
lab_chemical_properties;caco3_lt_2_mm_method;70;NA;description;caco3_lt_2_mm analysis method
lab_chemical_properties;caco3_lt_20_mm;201;NA;description;Carbonate in the less than 20mm fraction is measured by CO2 evolution after acid treatment. It is reported as gravimetric percent CaCO3 on a 20 mm base, even though carbonates of Mg, Na, K, and Fe may be present and react with the acid.
lab_chemical_properties;cadmium_mehlich3_extractable;174;NA;description;The cadmium extracted by the Mehlich III solution.
lab_chemical_properties;cadmium_water_extractable;143;NA;description;The cadmium extracted by the water solution.
lab_chemical_properties;calcium_mehlich3_extractable;175;NA;description;The calcium extracted by the Mehlich III solution.
lab_chemical_properties;calcium_water_extractable;144;NA;description;The calcium extracted by the water solution.
lab_chemical_properties;carbon_sodium_pyro_phosphate;46;NA;description;Sodium pyrophosphate extractable carbon was originally thought to correspond to carbon that bound Fe and Al in spodic materials. It is reported on a <2 mm base.
lab_chemical_properties;carbon_to_nitrogen_ratio;199;NA;description;The carbon to nitrogen ratio is calculated by C_TOT_NCS/N_TOT_NCS. It provides information related to soil fertility and the state of organic matter decomposition. It is reported on a <2 mm base.
lab_chemical_properties;cec_nh4_ph_7;20;NA;description;CEC by NH4OAC is the cation exchange capacity of the sample, determined by 1N NH4OAC in a system highly buffered at pH 7.0. It is reported as meq per 100 grams sample, on a <2 mm base.
lab_chemical_properties;cec_nh4_ph_7_method;21;NA;description;cec_nh4_ph_7 analysis method
lab_chemical_properties;chloride_water_extractable;145;NA;description;The chloride extracted by the water solution.
lab_chemical_properties;chromium_mehlich3_extractable;176;NA;description;The chromium extracted by the Mehlich III solution.
lab_chemical_properties;chromium_water_extractable;146;NA;description;The chromium extracted by the water solution.
lab_chemical_properties;cl_satx;91;NA;description;Chloride in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;cl_satx_method;92;NA;description;cl_satx analysis method
lab_chemical_properties;co3_plus_hco3_satx;89;NA;description;CMS analyte. Bicarbonate plus carbonate in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;co3_plus_hco3_satx_method;90;NA;description;co3_plus_hco3_satx analysis method
lab_chemical_properties;co3_satx;85;NA;description;Carbonate in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;co3_satx_method;86;NA;description;co3_satx analysis method
lab_chemical_properties;cobalt_mehlich3_extractable;177;NA;description;The  cobalt extracted by the Mehlich III solution.
lab_chemical_properties;cobalt_water_extractable;147;NA;description;The cobalt extracted by the water solution.
lab_chemical_properties;strontium_mehlich3_extractable;190;NA;description;The strontium extracted by the Mehlich III solution.
lab_chemical_properties;strontium_water_extractable;166;NA;description;The strontium extracted by the water solution.
lab_chemical_properties;sulfate_water_extractable;167;NA;description;Sulfate in the water extract. It is reported as meq per liter of extract.
lab_chemical_properties;sum_of_cations_cec_pH_8_2;193;NA;description;This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
lab_chemical_properties;sum_of_nh4_ph_7_Ext_bases;192;NA;description;The sum of NH4OAC extractable bases is calculated as (CA_NH4+MG_NH4+NA_NH4+K_NH4). It is reported as meq per 100 grams on a <2 mm base.
lab_chemical_properties;total_carbon_ncs;22;total_carbon;description;Total carbon is a measure of all organic and inorganic carbon, including that found in carbonate minerals.
lab_chemical_properties;total_carbon_ncs;22;total_carbon;value;--
lab_chemical_properties;total_carbon_ncs_method;23;total_carbon;description;total_carbon_ncs analysis method
lab_chemical_properties;total_carbon_ncs_method;23;total_carbon;method;--
lab_chemical_properties;total_estimated_salts_satx;204;NA;description;The total estimated salt content of a sample is calculated from the electrical conductivity. It is reported as gravimetric percent on a <2 mm base.
lab_chemical_properties;total_nitrogen_ncs;24;NA;description;Total nitrogen is a measure of all organic and inorganic nitrogen, including that found in nitrogen minerals.
lab_chemical_properties;total_nitrogen_ncs_method;25;NA;description;total_nitrogen_ncs analysis method
lab_chemical_properties;total_sulfur_ncs;26;NA;description;Total sulfur is the sum of organic and inorganic forms, reported as a gravimetric percent on a <2 mm base.
lab_chemical_properties;total_sulfur_ncs_method;27;NA;description;total_sulfur_ncs analysis method
lab_chemical_properties;vanadium_water_extractable;168;NA;description;The vanadium extracted by the water solution.
lab_chemical_properties;water_extract_method;136;NA;description;The method using water to extract cations and anions.  Used to mimic the soil solution.
lab_chemical_properties;zinc_mehlich3_extractable;191;NA;description;The zinc extracted by the Mehlich III solution.
lab_chemical_properties;zinc_water_extractable;169;NA;description;The zinc extracted by the water solution.
lab_chemical_properties;copper_mehlich3_extractable;178;NA;description;The copper extracted by the Mehlich III solution.
lab_chemical_properties;copper_water_extractable;148;NA;description;The copper extracted by the water solution.
lab_chemical_properties;corrected_gyp_lt_2_mm_method;72;NA;description;corrected_gyp_lt_2_mm analysis method
lab_chemical_properties;corrected_gypsum_lt_2_mm;71;NA;description;Corrected Gypsum ( Uncorrected Gypsum * Factor)
lab_chemical_properties;ec_predict_one_to_two;111;NA;description;The salt predict electrical conductivity is used to determine whether additional salt analyses are needed, and to estimate appropriate dilution ratios for additional tests. It is reported as mmhos per centimeter of a 1:2 soil:water mixture by weight.
lab_chemical_properties;ec_predict_one_to_two_method;112;NA;description;ec_predict_one_to_two analysis method
lab_chemical_properties;ec_water_extractable;149;NA;description;The electrical conductivity of the water extract solution.
lab_chemical_properties;ecec_base_plus_aluminum;194;NA;description;The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
lab_chemical_properties;electrical_cond_satx_method;110;NA;description;electrical_cond_satx analysis method
lab_chemical_properties;electrical_conductivity_satx;109;NA;description;The electrical conductivity of the saturation extract is used to estimate the concentration of salts in a sample, and provides inferences on cation concentration in solution and osmotic pressure. It is reported as mmhos per centimeter.
lab_chemical_properties;estimated_organic_carbon;198;organic_carbon_estimated;description;CMS analyte. Organic carbon is a measure of all organic forms of carbon in the soil, including organic carbon within minerals.
lab_chemical_properties;estimated_organic_carbon;198;organic_carbon_estimated;value;--
lab_chemical_properties;estimated_organic_carbon;198;organic_carbon_estimated;method;"""CMS analyte of extimated organic carbon"""
lab_chemical_properties;exchangeable_sodium;205;NA;description;This is the exchangeable sodium percentage (ESP), reported on a <2 mm base. If salts are present, ESP has been corrected for the water soluble Na.
lab_chemical_properties;f_satx;93;NA;description;Fluoride in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;f_satx_method;94;NA;description;f_satx analysis method
lab_chemical_properties;fe_ammoniumoxalate_extractable;38;NA;description;Ammonium oxalate extractable iron is considered a measure of the noncrystalline Fe in soils. It provides some inferences of the amount of Fe in various forms. It is reported as gravimetric % on a <2mm base.
lab_chemical_properties;fe_dithionite_citrate_extractable;30;NA;description;Dithionite citrate extractable iron is considered a general measure of total pedogenic iron. It provides inferences on the amount of iron in various forms, P fixing potential, aggregate stability, and degree of weathering. Reported as grav % on <2mm.
lab_chemical_properties;fluoride_water_extractable;150;NA;description;The flouride extracted by the water solution.
lab_chemical_properties;gypsum_lt_20_mm;202;NA;description;Calcium sulfate as gypsum in the <20 mm fraction is reported as a gravimetric percent on a <20 mm base.
lab_chemical_properties;h20_satx;107;NA;description;Water content of the saturation paste is the gravimetric percent water in a sample prior to collection of the saturation extract.
lab_chemical_properties;h20_satx_method;108;NA;description;h20_satx analysis method
lab_chemical_properties;hco3_satx;87;NA;description;Bicarbonate (HCO3) in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;hco3_satx_method;88;NA;description;hco3_satx analysis method
lab_chemical_properties;iron_ammonium_oxalate_method;39;NA;description;iron_ammonium_oxalate analysis method
lab_chemical_properties;iron_dc_extract_method;31;NA;description;iron_dc_extract analysis method
lab_chemical_properties;iron_kcl_extractable;18;NA;description;iron_kcl_extractable
lab_chemical_properties;iron_kcl_extractable_method;19;NA;description;iron_kcl_extractable analysis method
lab_chemical_properties;iron_mehlich3_extractable;179;NA;description;The iron extracted by the Mehlich III solution.
lab_chemical_properties;iron_na_pyro_phosphate_method;49;NA;description;iron_na_pyro_phosphate analysis method
lab_chemical_properties;iron_sodium_pyro_phosphate;48;NA;description;Sodium pyrophosphate extractable iron is assumed to be the fraction associated with organic complexes. It is reported as gravimetric percent on a <2 mm base.
lab_chemical_properties;iron_water_extractable;151;NA;description;The iron extracted by the water solution.
lab_chemical_properties;k_nh4_ph_7;10;NA;description;NH4OAC extractable potassium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable K. It is reported as meq per 100 grams on a <2 mm base.
lab_chemical_properties;k_nh4_ph_7_method;11;NA;description;k_nh4_ph_7 analysis method
lab_chemical_properties;k_satx;83;NA;description;Potassium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;k_satx_method;84;NA;description;k_satx analysis method
lab_chemical_properties;labsampnum;1;NA;description;A unique identifier number for the pedon assigned by the laboratory. This number is used to link the morphological pedon description with the associated measured property values from the laboratory.
lab_chemical_properties;layer_key;0;NA;identifier;--
lab_chemical_properties;layer_key;0;NA;description;An integer number that uniquely identifies a particular layer
lab_chemical_properties;lead_mehlich3_extractable;180;NA;description;The lead extracted by the Mehlich III solution.
lab_chemical_properties;lead_water_extractable;152;NA;description;The lead extracted by the water solution.
lab_chemical_properties;magnesium_mehlich3_extractable;181;NA;description;The magnesium extracted by the Mehlich III solution.
lab_chemical_properties;magnesium_water_extractable;153;NA;description;The magnesium extracted by the water solution.
lab_chemical_properties;manganese_ammonium_oxalate;44;NA;description;The ammonium oxalate extractable manganese is assumed to be the fraction held in noncrystalline compounds. It is reported as milligrams per kilogram on a <2 mm base.
lab_chemical_properties;manganese_dc_extract_method;35;NA;description;manganese_dc_extract analysis method
lab_chemical_properties;manganese_dithionite_citrate;34;NA;description;Dithionite citrate extractable manganese is considered easily reducible manganese. It is reported as gravimetric percent on a 0.2% are rare.
lab_chemical_properties;manganese_kcl_extract_method;17;NA;description;manganese_kcl_extract analysis method
lab_chemical_properties;manganese_kcl_extractable;16;NA;description;The KCl extractable manganese approximates the exchangeable or plant available fraction. It is reported as milligrams per kilogram on a <2 mm base.
lab_chemical_properties;manganese_mehlich3_extractable;182;NA;description;The manganese extracted by the Mehlich III solution.
lab_chemical_properties;manganese_na_pyro_phosphate;52;NA;description;Sodium pyrophosphate extractable manganese is the fraction extracted by 0.1M sodium pyrophosphate. It was originally considered the portion associated with organic compounds, although subsequent evidence indicates other forms are also removed.
lab_chemical_properties;manganese_water_extractable;154;NA;description;The manganese extracted by the water solution.
lab_chemical_properties;mehlich_3_extractable_method;170;NA;description;mehlich_3_extractable analysis method
lab_chemical_properties;melanic_index;113;NA;description;Melanic index is an absorbance ratio for melanic Andisols.
lab_chemical_properties;melanic_index_method;114;NA;description;melanic_index analysis method
lab_chemical_properties;mg_nh4_ph_7;6;NA;description;NH4OAC extractable magnesium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Mg if MgCO3 is not present. It is reported as meq per 100 grams on a <2 mm base.
lab_chemical_properties;mg_nh4_ph_7_method;7;NA;description;mg_nh4_ph_7 analysis method
lab_chemical_properties;mg_satx;77;NA;description;Magnesium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;mg_satx_method;78;NA;description;mg_satx analysis method
lab_chemical_properties;mn_ammonium_oxalate_method;45;NA;description;mn_ammonium_oxalate analysis method
lab_chemical_properties;mn_na_pyro_phosphate_method;53;NA;description;mn_na_pyro_phosphate analysis method
lab_chemical_properties;molybdenum_mehlich3_extractable;183;NA;description;The molybdenum extracted by the Mehlich III solution.
lab_chemical_properties;molybdenum_water_extractable;155;NA;description;The molybdenum extracted by the water solution.
lab_chemical_properties;na_nh4_ph_7;8;NA;description;NH4OAC extractable sodium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Na. It is reported as meq per 100 grams on a <2 mm base.
lab_chemical_properties;na_nh4_ph_7_method;9;NA;description;na_nh4_ph_7 analysis method
lab_chemical_properties;na_satx;81;NA;description;Sodium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;na_satx_method;82;NA;description;na_satx analysis method
lab_chemical_properties;new_zealand_phos_retent_method;116;NA;description;new_zealand_phos_retent analysis method
lab_chemical_properties;new_zealand_phosphorus_retent;115;NA;description;The New Zealand phosphorus retention is the gravimetric percent phosphorus removed from a solution by equilibration with a sample. It is reported on a <2 mm base. High P retention indicates andic material.
lab_chemical_properties;nickel_mehlich3_extractable;184;NA;description;The nickel extracted by the Mehlich III solution.
lab_chemical_properties;nickel_water_extractable;156;NA;description;The nickel extracted by the water solution.
lab_chemical_properties;nitrate_1m_kcl;134;NA;description;The nitrate nitrogen is the fraction in NO3 form. It is extracted by 1M KCl and represents the soluble NO3 that may be subject to leaching.
lab_chemical_properties;nitrate_1m_kcl_method;135;NA;description;nitrate_1m_kcl analysis method
lab_chemical_properties;nitrate_n_water_extractable;157;NA;description;The Nitrate_(NO3) N extracted by the Water solution.
lab_chemical_properties;nitrate_water_extractable;158;NA;description;Nitrate in the water extract. It is reported as meq per liter of extract.
lab_chemical_properties;nitrite_water_extractable;159;NA;description;Nitrite in the water extract. It is reported as meq per liter of extract.
lab_chemical_properties;no2_satx;103;NA;description;Nitrite in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;no2_satx_method;104;NA;description;no2_satx analysis method
lab_chemical_properties;no3_satx;105;NA;description;Nitrate in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.
lab_chemical_properties;no3_satx_method;106;NA;description;no3_satx analysis method
lab_chemical_properties;oac_satx;99;NA;description;The acetate anion in the saturation extract.
lab_chemical_properties;oac_satx_method;100;NA;description;oac_satx analysis method
lab_chemical_properties;oc_walkley_black_method;29;organic_carbon_walkley_black;description;oc_walkley_black analysis method
lab_chemical_properties;oc_walkley_black_method;29;organic_carbon_walkley_black;method;--
lab_chemical_properties;organic_carbon_walkley_black;28;organic_carbon_walkley_black;description;Organic carbon is a measure of all organic forms of carbon in the soil, including organic carbon within minerals.
lab_chemical_properties;organic_carbon_walkley_black;28;organic_carbon_walkley_black;value;--
lab_combine_nasis_ncss;priority;7;NA;description;priority
lab_combine_nasis_ncss;priority2;8;NA;description;priority2
lab_combine_nasis_ncss;samp_class_type;10;NA;description;samp_class_type
lab_combine_nasis_ncss;samp_classdate;11;NA;description;samp_classdate
lab_combine_nasis_ncss;samp_classification_name;12;NA;description;samp_classification_name
lab_combine_nasis_ncss;samp_name;9;NA;description;samp_name
lab_combine_nasis_ncss;samp_osdtypelocflag;26;NA;description;samp_osdtypelocflag
lab_combine_nasis_ncss;samp_taxceactcl;19;NA;description;samp_taxceactcl
lab_combine_nasis_ncss;samp_taxfamhahatmatcl;76;NA;description;samp_taxfamhahatmatcl
lab_combine_nasis_ncss;samp_taxgrtgroup;15;NA;description;samp_taxgrtgroup
lab_combine_nasis_ncss;samp_taxminalogy;24;NA;description;samp_taxminalogy
lab_combine_nasis_ncss;samp_taxmoistscl;22;NA;description;samp_taxmoistscl
lab_combine_nasis_ncss;samp_taxorder;13;NA;description;samp_taxorder
lab_combine_nasis_ncss;samp_taxother;25;NA;description;samp_taxother
lab_combine_nasis_ncss;samp_taxpartsize;17;NA;description;samp_taxpartsize
lab_combine_nasis_ncss;samp_taxpartsizemod;18;NA;description;samp_taxpartsizemod
lab_combine_nasis_ncss;samp_taxreaction;20;NA;description;samp_taxreaction
lab_combine_nasis_ncss;samp_taxsubgrp;16;NA;description;samp_taxsubgrp
lab_combine_nasis_ncss;samp_taxsuborder;14;NA;description;samp_taxsuborder
lab_combine_nasis_ncss;samp_taxtempcl;21;NA;description;samp_taxtempcl
lab_combine_nasis_ncss;samp_taxtempregime;23;NA;description;samp_taxtempregime
lab_combine_nasis_ncss;site_key;2;NA;description;An integer number that uniquely identifies a particular site
lab_combine_nasis_ncss;site_key;2;NA;identifier;--
lab_combine_nasis_ncss;site_obsdate;65;site_observation_date;value;--
lab_combine_nasis_ncss;site_obsdate;65;site_observation_date;description;site_obsdate
lab_combine_nasis_ncss;siteiid;63;NA;description;siteiid
lab_combine_nasis_ncss;siteobjupdate;80;NA;description;siteobjupdate
lab_combine_nasis_ncss;ssa_key;72;NA;description;key for the lab_area table that is associated with a SSA area type
lab_combine_nasis_ncss;ssa_key;72;NA;foreign_key;--
lab_combine_nasis_ncss;SSL_class_type;46;NA;description;SSL_class_type
lab_combine_nasis_ncss;SSL_classdate;47;NA;description;SSL_classdate
lab_combine_nasis_ncss;SSL_classification_name;48;NA;description;SSL_classification_name
lab_combine_nasis_ncss;SSL_name;45;NA;description;SSL_name
lab_combine_nasis_ncss;SSL_osdtypelocflag;62;NA;description;SSL_osdtypelocflag
lab_combine_nasis_ncss;SSL_taxceactcl;55;NA;description;SSL_taxceactcl
lab_combine_nasis_ncss;SSL_taxfamhahatmatcl;78;NA;description;SSL_taxfamhahatmatcl
lab_combine_nasis_ncss;SSL_taxgrtgroup;51;NA;description;SSL_taxgrtgroup
lab_combine_nasis_ncss;SSL_taxminalogy;60;NA;description;SSL_taxminalogy
lab_combine_nasis_ncss;SSL_taxmoistscl;58;NA;description;SSL_taxmoistscl
lab_combine_nasis_ncss;SSL_taxorder;49;NA;description;SSL_taxorder
lab_combine_nasis_ncss;SSL_taxother;61;NA;description;SSL_taxother
lab_combine_nasis_ncss;SSL_taxpartsize;53;NA;description;SSL_taxpartsize
lab_combine_nasis_ncss;SSL_taxpartsizemod;54;NA;description;SSL_taxpartsizemod
lab_combine_nasis_ncss;SSL_taxreaction;56;NA;description;SSL_taxreaction
lab_combine_nasis_ncss;SSL_taxsubgrp;52;NA;description;SSL_taxsubgrp
lab_combine_nasis_ncss;SSL_taxsuborder;50;NA;description;SSL_taxsuborder
lab_combine_nasis_ncss;SSL_taxtempcl;57;NA;description;SSL_taxtempcl
lab_combine_nasis_ncss;SSL_taxtempregime;59;NA;description;SSL_taxtempregime
lab_combine_nasis_ncss;state_key;69;state;description;key for the lab_area table that is associated with a state area type
lab_combine_nasis_ncss;state_key;69;state;foreign_key;--
lab_combine_nasis_ncss;upedonid;5;NA;description;upedonid
lab_combine_nasis_ncss;usiteid;64;NA;description;usiteid
lab_combine_nasis_ncss;corr_class_type;28;NA;description;corr_class_type
lab_combine_nasis_ncss;corr_classdate;29;NA;description;corr_classdate
lab_combine_nasis_ncss;corr_classification_name;30;NA;description;corr_classification_name
lab_combine_nasis_ncss;corr_name;27;NA;description;corr_name
lab_combine_nasis_ncss;corr_osdtypelocflag;44;NA;description;corr_osdtypelocflag
lab_combine_nasis_ncss;corr_taxceactcl;37;NA;description;corr_taxceactcl
lab_combine_nasis_ncss;corr_taxfamhahatmatcl;77;NA;description;corr_taxfamhahatmatcl
lab_combine_nasis_ncss;corr_taxgrtgroup;33;NA;description;corr_taxgrtgroup
lab_combine_nasis_ncss;corr_taxminalogy;42;NA;description;corr_taxminalogy
lab_combine_nasis_ncss;corr_taxmoistscl;40;NA;description;corr_taxmoistscl
lab_combine_nasis_ncss;corr_taxorder;31;NA;description;corr_taxorder
lab_combine_nasis_ncss;corr_taxother;43;NA;description;corr_taxother
lab_combine_nasis_ncss;corr_taxpartsize;35;NA;description;corr_taxpartsize
lab_combine_nasis_ncss;corr_taxpartsizemod;36;NA;description;corr_taxpartsizemod
lab_combine_nasis_ncss;corr_taxreaction;38;NA;description;corr_taxreaction
lab_combine_nasis_ncss;corr_taxsubgrp;34;NA;description;corr_taxsubgrp
lab_combine_nasis_ncss;corr_taxsuborder;32;NA;description;corr_taxsuborder
lab_combine_nasis_ncss;corr_taxtempcl;39;NA;description;corr_taxtempcl
lab_combine_nasis_ncss;corr_taxtempregime;41;NA;description;corr_taxtempregime
lab_combine_nasis_ncss;country_key;68;country;description;key for the lab_area table that is associated with a country area type
lab_combine_nasis_ncss;country_key;68;country;foreign_key;--
lab_combine_nasis_ncss;county_key;70;county;description;key for the lab_area table that is associated with a county area type
lab_combine_nasis_ncss;county_key;70;county;foreign_key;--
lab_combine_nasis_ncss;labdatadescflag;6;NA;description;labdatadescflag
lab_combine_nasis_ncss;latitude_decimal_degrees;66;latitude_decimal_degrees;value;--
lab_combine_nasis_ncss;latitude_decimal_degrees;66;latitude_decimal_degrees;description;latitude_decimal_degrees
lab_combine_nasis_ncss;longitude_decimal_degrees;67;longitude_decimal_degrees;description;longitude_decimal_degrees
lab_combine_nasis_ncss;longitude_decimal_degrees;67;longitude_decimal_degrees;value;--
lab_combine_nasis_ncss;mlra_key;71;mlra;description;key for the lab_area table that is associated with a major land resource area (MLRA) area type
lab_combine_nasis_ncss;mlra_key;71;mlra;foreign_key;--
lab_combine_nasis_ncss;nforest_key;74;national_forest;description;key for the lab_area table that is associated with a National Forest System Land(?) area type
lab_combine_nasis_ncss;nforest_key;74;national_forest;foreign_key;--
lab_combine_nasis_ncss;note;75;NA;description;note
lab_combine_nasis_ncss;npark_key;73;national_park;description;key for the lab_area table that is associated with a National Park System Land area type
lab_combine_nasis_ncss;npark_key;73;national_park;foreign_key;--
lab_combine_nasis_ncss;pedlabsampnum;3;NA;description;An identifier for the pedon sample that is assigned by the Kellogg Soil Survey Laboratory. This identifier is used to link the morphological pedon description with the associated measured property values from the laboratory.
lab_combine_nasis_ncss;pedobjupdate;79;NA;description;pedobjupdate
lab_combine_nasis_ncss;pedon_key;1;NA;description;An integer number that uniquely identifies a particular pedon
lab_combine_nasis_ncss;pedon_key;1;NA;identifier;--
lab_combine_nasis_ncss;pedoniid;4;NA;description;pedoniid
lab_dd_domain_detail;choice;5;NA;description;A character string that represents a member of a domain. This value must be unique for every member of a given domain.
lab_dd_domain_detail;choice_desc;7;NA;description;choice_desc
lab_dd_domain_detail;choice_inactive;3;NA;description;choice_inactive
lab_dd_domain_detail;choice_label;6;NA;description;A character string containing the longer label corresonding to a member (choice) of a domain in the LIMS system. This value is not stored in the LIMS database. In addition to to hopefully making it clearer as to what a choice in a particular domain represents, this mixed case string is often more suitable for representing a domain choice in a hard copy report.
lab_dd_domain_detail;choice_sequence;4;NA;description;Specifies the sequence in which the members of a domain should be ordered or displayed.
lab_dd_domain_detail;domain_detail_key;1;NA;description;domain_detail key
lab_dd_domain_detail;domain_key;2;NA;description;An integer number that uniquely identifies a domain in the LIMS system.
lab_dd_domain_master;source_domain_id;8;NA;description;source_domain_id
lab_dd_domain_master;domain_count;3;NA;description;domain_count
lab_dd_domain_master;domain_description;7;NA;description;domain_description
lab_dd_domain_master;domain_key;1;NA;description;An integer number that uniquely identifies a domain in the LIMS system.
lab_dd_domain_master;domain_max_len;5;NA;description;domain_max_len
lab_dd_domain_master;domain_min_len;4;NA;description;domain_min_len
lab_dd_domain_master;domain_name;2;NA;description;The name of the domain to which a column's values are restricted. A domain is a finite list of character strings that a column's value may assume.
lab_dd_domain_master;domain_order_method;6;NA;description;domain_order analysis method
lab_table_descriptions;table_audit_flag;4;NA;description;table_audit_flag
lab_table_descriptions;table_desc;5;NA;description;table_desc
lab_table_descriptions;table_key;1;NA;description;An integer number that uniquely identifies each table in the LIMS database.
lab_table_descriptions;table_label;3;NA;description;A descriptive label associated with a database table. For SSURGO, every table's label must be unique, making a table's label a suitable alias for identifying a table. For SSURGO, table labels are typically mixed case character strings with embedded blanks.
lab_table_descriptions;table_name;2;NA;description;The logical name of a particular database table.
lab_column_descriptions;table_key;2;NA;description;An integer number that uniquely identifies each table in the LIMS database.
lab_column_descriptions;column_data_type;7;NA;description;A character string containing the physical data type of a column in the LIMS database.
lab_column_descriptions;column_default;14;NA;description;A character string containing the default value of a column.
lab_column_descriptions;column_description;18;NA;description;column_desc
